participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score
P04025,31,Female,Hispanic,Not Applicable,Moderate,4,1,4,3.4,5
P04026,36,Female,White,High School,Moderate,3,3,1,3.5,2
P04027,30,Female,White,High School,Liberal,5,4,4,2.3,3
P04028,36,Female,White,Not Applicable,Conservative,2,3,3,3.3,2
P04029,59,Male,Hispanic,High School,Conservative,5,3,1,2.9,2
P04030,49,Male,White,Master,Conservative,5,3,2,3.2,3
P04031,50,Female,Hispanic,PhD,Conservative,4,5,3,4.3,4
P04032,23,Male,White,Bachelor,Liberal,5,1,4,3.4,5
P04033,26,Female,White,High School,Moderate,4,3,1,3.4,3
P04034,18,Female,White,High School,Conservative,1,5,3,2.1,3
P04035,30,Male,White,High School,Moderate,4,4,3,2.3,5
P04036,51,Female,Black,Bachelor,Conservative,4,1,4,3.5,2
P04037,46,Female,Black,Master,Moderate,1,5,4,1.4,1
P04038,37,Male,White,Bachelor,Moderate,2,2,2,2.6,5
P04039,39,Other,White,Bachelor,Liberal,1,4,2,2.2,3
P04040,31,Female,Black,Bachelor,Conservative,4,4,3,2.9,2
P04041,42,Male,Hispanic,Bachelor,Conservative,3,2,4,2.8,4
P04042,49,Female,Black,Master,Conservative,4,5,3,3.1,2
P04043,20,Female,Hispanic,High School,Moderate,1,5,5,3.5,1
P04044,43,Female,White,Master,Liberal,4,4,4,4.0,2
P04045,51,Female,Hispanic,Bachelor,Liberal,1,5,5,4.0,1
P04046,35,Female,White,High School,Conservative,5,2,5,2.8,4
P04047,48,Male,White,High School,Liberal,2,5,4,2.4,4
P04048,73,Female,Hispanic,High School,Liberal,2,4,2,2.2,2
P04049,38,Female,Hispanic,Bachelor,Moderate,1,5,3,2.7,5
P04050,44,Male,Black,High School,Moderate,2,1,1,2.0,5
P04051,31,Male,White,PhD,Moderate,3,2,1,3.5,5
P04052,42,Female,White,Bachelor,Moderate,3,2,4,4.0,4
P04053,45,Female,White,PhD,Moderate,2,3,2,1.5,1
P04054,42,Female,Hispanic,High School,Conservative,1,5,2,3.0,3
P04055,27,Female,White,High School,Liberal,3,2,2,4.6,2
P04056,42,Female,Hispanic,High School,Liberal,2,5,1,1.5,1
P04057,57,Female,White,High School,Moderate,4,1,5,4.5,3
P04058,45,Female,Hispanic,Master,Conservative,3,4,1,2.1,4
P04059,51,Male,Hispanic,High School,Liberal,5,4,2,2.4,3
P04060,37,Female,White,Bachelor,Liberal,3,3,1,3.6,4
P04061,48,Female,White,High School,Moderate,2,3,1,3.5,4
P04062,43,Female,Hispanic,Bachelor,Moderate,2,2,3,2.9,1
P04063,28,Female,White,Master,Conservative,2,2,4,2.2,5
P04064,43,Female,Black,Bachelor,Conservative,1,2,5,1.8,5
P04065,28,Male,Black,Master,Moderate,1,1,3,2.9,1
P04066,32,Male,White,High School,Moderate,4,3,4,2.8,2
P04067,42,Male,Hispanic,Not Applicable,Liberal,4,3,2,2.2,4
P04068,43,Male,White,Bachelor,Moderate,3,4,3,2.7,2
P04069,25,Female,Hispanic,Bachelor,Conservative,2,3,4,3.3,4
P04070,52,Male,White,Bachelor,Liberal,4,3,3,4.1,4
P04071,46,Male,Asian,PhD,Liberal,2,1,1,3.2,5
P04072,31,Female,White,Bachelor,Conservative,3,2,1,2.8,5
P04073,21,Female,White,Bachelor,Moderate,1,1,3,2.2,4
P04074,38,Male,White,Bachelor,Moderate,4,5,3,2.3,5
P04075,34,Female,Asian,High School,Liberal,5,4,5,3.2,5
P04076,41,Female,White,Master,Moderate,5,4,2,3.3,3
P04077,35,Male,Hispanic,Bachelor,Conservative,5,4,1,2.8,3
P04078,18,Male,White,Bachelor,Liberal,5,2,3,3.9,4
P04079,35,Female,Black,Bachelor,Moderate,5,2,4,3.1,5
P04080,36,Female,Asian,High School,Liberal,5,2,2,2.5,3
P04081,47,Female,White,Master,Moderate,5,4,4,2.3,2
P04082,31,Male,White,Not Applicable,Conservative,4,4,2,2.3,4
P04083,60,Male,White,PhD,Moderate,5,4,4,3.5,4
P04084,18,Female,White,High School,Conservative,5,5,1,2.4,2
P04085,55,Male,White,Bachelor,Conservative,3,5,3,3.1,4
P04086,37,Male,Black,Master,Conservative,4,4,3,2.2,5
P04087,50,Female,White,Bachelor,Conservative,3,2,5,2.8,3
P04088,40,Male,Black,Bachelor,Liberal,2,2,3,2.9,1
P04089,53,Female,Hispanic,PhD,Conservative,5,5,1,5.0,3
P04090,35,Female,White,Bachelor,Liberal,1,5,2,1.7,2
P04091,26,Male,Black,Bachelor,Liberal,5,4,2,3.8,1
P04092,57,Female,White,High School,Liberal,5,4,3,2.2,5
P04093,38,Male,Hispanic,High School,Liberal,3,2,4,4.3,5
P04094,42,Female,White,High School,Moderate,2,3,3,2.3,3
P04095,54,Male,Black,PhD,Moderate,3,2,2,4.0,4
P04096,27,Male,Other,Bachelor,Liberal,4,2,5,3.2,4
P04097,47,Female,White,Bachelor,Moderate,2,4,2,1.7,2
P04098,32,Male,Black,Master,Moderate,2,3,4,3.2,4
P04099,38,Female,White,Bachelor,Conservative,2,3,4,3.5,5
P04100,40,Male,White,Bachelor,Liberal,3,4,5,3.6,1
P04101,21,Male,Hispanic,High School,Liberal,5,1,4,2.8,3
P04102,30,Female,White,Master,Liberal,5,4,3,5.0,3
P04103,56,Male,Black,High School,Liberal,5,5,3,4.9,3
P04104,50,Male,White,High School,Moderate,5,3,2,3.3,4
P04105,39,Female,Hispanic,High School,Moderate,5,4,1,1.7,1
P04106,42,Female,White,High School,Liberal,4,2,3,2.0,4
P04107,36,Female,White,High School,Liberal,1,2,3,2.7,4
P04108,56,Female,White,Bachelor,Liberal,2,2,5,2.9,5
P04109,37,Male,White,High School,Conservative,1,4,3,2.2,5
P04110,42,Female,White,Bachelor,Liberal,4,1,2,2.5,4
P04111,53,Male,White,High School,Conservative,5,5,5,1.0,2
P04112,30,Female,White,High School,Conservative,4,2,3,1.0,2
P04113,58,Male,White,Bachelor,Liberal,4,4,2,3.0,2
P04114,21,Other,White,PhD,Conservative,1,1,5,4.6,4
P04115,59,Female,White,Master,Conservative,2,3,1,1.4,1
P04116,35,Female,White,Not Applicable,Moderate,3,3,2,2.8,2
P04117,37,Female,Other,Bachelor,Moderate,3,5,3,3.0,5
P04118,18,Female,White,Bachelor,Moderate,2,4,5,3.4,3
P04119,34,Female,White,Bachelor,Liberal,5,4,1,2.5,3
P04120,27,Male,White,Bachelor,Liberal,4,2,2,1.9,4
P04121,32,Male,Hispanic,High School,Conservative,5,1,1,3.6,3
P04122,38,Male,White,Bachelor,Conservative,4,5,2,1.0,4
P04123,51,Male,Black,Bachelor,Liberal,3,1,3,3.4,3
P04124,42,Female,White,Bachelor,Conservative,2,5,2,2.2,1
P04125,43,Female,White,Bachelor,Conservative,1,4,3,3.2,1
P04126,26,Female,Hispanic,High School,Liberal,1,4,2,4.2,1
P04127,29,Female,White,High School,Moderate,2,5,5,2.3,1
P04128,61,Female,White,High School,Moderate,3,1,2,2.6,2
P04129,31,Male,Hispanic,Not Applicable,Conservative,4,3,2,2.6,5
P04130,59,Male,Black,High School,Conservative,1,3,4,5.0,1
P04131,37,Male,Hispanic,High School,Liberal,3,2,4,2.9,2
P04132,40,Male,Black,PhD,Moderate,2,2,2,2.8,4
P04133,52,Female,Asian,Bachelor,Conservative,5,1,4,2.9,3
P04134,55,Female,Hispanic,High School,Conservative,3,4,3,4.4,3
P04135,38,Female,White,Bachelor,Liberal,3,1,4,2.4,2
P04136,35,Female,Asian,High School,Moderate,5,5,2,3.8,3
P04137,39,Female,Black,High School,Conservative,3,3,1,2.2,1
P04138,44,Male,White,High School,Liberal,1,2,1,2.2,3
P04139,50,Female,White,Bachelor,Moderate,1,1,2,3.4,1
P04140,40,Male,White,Master,Conservative,1,1,2,4.2,1
P04141,47,Male,Asian,Bachelor,Liberal,3,5,1,2.6,3
P04142,59,Male,White,Bachelor,Conservative,3,4,5,2.6,2
P04143,44,Female,Hispanic,High School,Liberal,3,4,4,3.6,4
P04144,43,Male,White,High School,Liberal,2,3,5,3.0,2
P04145,21,Male,Black,Master,Liberal,5,2,3,3.7,5
P04146,18,Female,White,High School,Liberal,3,4,1,1.4,5
P04147,44,Female,Black,Master,Liberal,5,4,1,2.0,1
P04148,38,Male,Black,Bachelor,Moderate,4,4,5,2.9,1
P04149,33,Male,Black,Master,Liberal,1,1,3,3.5,2
P04150,42,Female,Hispanic,High School,Conservative,2,4,5,2.9,2
P04151,39,Male,Hispanic,High School,Moderate,5,5,3,3.1,1
P04152,53,Female,White,Master,Moderate,1,3,2,3.6,4
P04153,41,Female,White,Master,Moderate,2,4,2,1.8,4
P04154,31,Male,Black,High School,Moderate,1,2,1,3.6,5
P04155,51,Male,White,Not Applicable,Moderate,3,1,2,4.1,4
P04156,37,Male,White,High School,Liberal,3,5,5,2.7,3
P04157,46,Male,White,High School,Conservative,1,3,3,2.1,1
P04158,34,Male,White,Bachelor,Moderate,2,1,1,3.9,2
P04159,32,Female,White,Master,Liberal,1,5,2,4.7,1
P04160,41,Male,Hispanic,Not Applicable,Moderate,4,1,1,3.1,3
P04161,40,Female,White,Bachelor,Moderate,2,3,1,2.1,4
P04162,45,Female,White,High School,Liberal,2,3,3,3.0,1
P04163,36,Male,White,Bachelor,Conservative,1,4,5,2.2,3
P04164,18,Male,Hispanic,High School,Moderate,5,2,5,3.7,4
P04165,34,Male,Hispanic,Bachelor,Moderate,1,4,4,2.9,5
P04166,49,Male,Black,Bachelor,Moderate,5,1,5,2.1,5
P04167,36,Female,White,High School,Conservative,2,4,2,3.2,5
P04168,37,Male,Hispanic,Bachelor,Liberal,3,3,4,2.3,3
P04169,51,Female,Black,Bachelor,Moderate,3,3,4,1.7,3
P04170,31,Male,Hispanic,Master,Liberal,1,3,4,3.8,2
P04171,21,Male,Asian,Bachelor,Conservative,5,4,4,3.3,2
P04172,38,Female,White,High School,Liberal,1,5,5,2.5,5
P04173,34,Female,White,High School,Liberal,4,4,4,4.3,1
P04174,28,Male,White,High School,Conservative,1,4,2,2.3,4
P04175,37,Male,White,High School,Moderate,1,4,2,2.6,2
P04176,45,Female,Asian,Bachelor,Liberal,1,4,1,3.4,4
P04177,39,Male,Hispanic,Not Applicable,Moderate,1,3,2,3.9,1
P04178,43,Male,Black,Bachelor,Conservative,5,2,1,3.4,5
P04179,61,Female,White,Bachelor,Liberal,5,4,2,2.4,4
P04180,35,Female,White,Bachelor,Liberal,5,4,4,2.8,5
P04181,43,Female,White,High School,Conservative,4,2,3,2.4,4
P04182,33,Female,White,PhD,Moderate,4,4,4,2.7,1
P04183,29,Female,White,Not Applicable,Liberal,1,2,5,2.7,2
P04184,32,Female,Black,Bachelor,Conservative,5,3,1,3.4,3
P04185,34,Female,White,High School,Moderate,4,5,3,2.3,5
P04186,44,Female,Other,Master,Liberal,3,4,2,4.0,2
P04187,68,Female,White,High School,Liberal,1,5,4,3.0,4
P04188,31,Male,Hispanic,Master,Liberal,2,4,1,2.1,2
P04189,35,Male,White,Master,Conservative,5,1,1,3.4,3
P04190,39,Female,White,High School,Liberal,1,1,2,2.9,5
P04191,44,Female,Hispanic,Not Applicable,Liberal,1,3,1,2.5,5
P04192,43,Male,Black,Not Applicable,Conservative,2,5,2,4.4,2
P04193,55,Female,White,PhD,Liberal,3,5,2,2.7,1
P04194,18,Male,White,Bachelor,Moderate,4,2,4,2.5,4
P04195,18,Female,White,High School,Liberal,4,2,1,4.0,2
P04196,34,Female,Black,Bachelor,Moderate,2,4,5,3.5,1
P04197,53,Female,Hispanic,Bachelor,Liberal,2,2,5,3.8,5
P04198,21,Male,White,High School,Liberal,4,2,4,2.4,4
P04199,18,Female,White,Bachelor,Moderate,3,5,4,3.2,5
P04200,46,Male,Hispanic,Bachelor,Moderate,3,1,2,1.6,3
P04201,42,Male,White,High School,Moderate,1,5,5,1.1,1
P04202,26,Male,Black,High School,Moderate,2,2,1,2.4,3
P04203,28,Female,White,High School,Moderate,2,4,5,3.0,3
P04204,28,Male,White,Master,Moderate,2,1,4,5.0,3
P04205,41,Male,White,Bachelor,Moderate,4,2,4,4.2,1
P04206,32,Female,White,High School,Moderate,4,2,2,1.9,4
P04207,45,Female,White,Not Applicable,Moderate,4,4,1,3.9,5
P04208,18,Female,Asian,High School,Moderate,3,4,4,1.7,4
P04209,29,Female,Asian,Bachelor,Liberal,4,2,1,4.5,4
P04210,26,Male,Black,Master,Liberal,1,2,5,2.5,4
P04211,36,Female,Black,Master,Liberal,4,5,2,2.4,5
P04212,33,Female,White,High School,Conservative,3,3,5,4.0,5
P04213,49,Male,White,PhD,Conservative,2,4,4,2.4,1
P04214,18,Male,Hispanic,PhD,Moderate,1,4,4,4.7,2
P04215,40,Male,White,Bachelor,Liberal,3,5,1,2.4,5
P04216,46,Male,White,Bachelor,Liberal,5,1,4,3.9,5
P04217,62,Female,White,High School,Conservative,2,1,1,3.1,2
P04218,34,Female,White,Bachelor,Conservative,4,1,3,3.7,5
P04219,43,Female,White,Bachelor,Liberal,3,4,4,2.0,4
P04220,18,Female,Hispanic,Master,Conservative,5,3,5,1.2,5
P04221,18,Male,Hispanic,Bachelor,Moderate,3,3,5,2.1,1
P04222,50,Female,Hispanic,Bachelor,Liberal,4,5,1,2.6,5
P04223,39,Male,Hispanic,High School,Conservative,3,1,3,2.8,2
P04224,54,Female,Hispanic,High School,Moderate,5,1,4,2.5,4
P04225,23,Male,White,High School,Conservative,3,2,2,1.0,2
P04226,46,Female,White,High School,Liberal,1,5,2,2.4,5
P04227,62,Male,Hispanic,Bachelor,Liberal,1,5,5,3.0,5
P04228,45,Male,White,Master,Liberal,4,4,4,2.8,1
P04229,43,Male,White,Bachelor,Liberal,5,4,2,2.6,4
P04230,40,Female,White,Bachelor,Moderate,5,5,1,2.5,5
P04231,21,Female,White,Bachelor,Liberal,5,3,4,3.1,1
P04232,56,Male,White,High School,Moderate,5,5,5,2.0,1
P04233,32,Female,White,High School,Liberal,5,3,3,2.8,2
P04234,46,Female,White,High School,Conservative,2,4,1,2.6,4
P04235,21,Female,Hispanic,Master,Moderate,3,5,1,1.8,3
P04236,25,Female,White,High School,Moderate,5,3,4,2.8,1
P04237,57,Male,Hispanic,High School,Liberal,1,2,3,1.0,3
P04238,35,Male,White,Bachelor,Liberal,3,2,1,2.3,2
P04239,57,Female,White,Not Applicable,Liberal,4,5,3,3.3,1
P04240,39,Female,White,Bachelor,Liberal,4,1,5,3.4,4
P04241,18,Female,White,Master,Liberal,5,5,1,3.0,3
P04242,50,Female,Black,Bachelor,Liberal,2,4,2,3.2,4
P04243,32,Male,Hispanic,Bachelor,Moderate,2,4,5,3.6,3
P04244,48,Female,Asian,Master,Conservative,3,2,5,3.1,2
P04245,40,Male,Hispanic,Master,Liberal,2,3,1,4.2,1
P04246,21,Other,White,High School,Conservative,4,2,2,1.0,1
P04247,41,Male,White,High School,Liberal,5,3,3,3.8,2
P04248,66,Female,White,High School,Moderate,1,5,2,1.0,5
P04249,45,Female,White,Bachelor,Moderate,4,1,5,2.4,3
P04250,39,Male,White,Master,Conservative,4,4,1,3.7,3
P04251,52,Male,White,High School,Liberal,3,5,2,3.6,5
P04252,42,Female,White,High School,Liberal,2,2,2,2.0,2
P04253,42,Female,White,Master,Liberal,1,5,5,3.0,4
P04254,26,Male,White,Bachelor,Moderate,1,1,3,2.4,4
P04255,42,Female,Black,Bachelor,Conservative,2,3,2,3.8,2
P04256,52,Female,Black,Master,Conservative,5,1,2,2.9,4
P04257,29,Male,Black,Bachelor,Conservative,2,2,4,2.4,2
P04258,57,Male,Black,Bachelor,Moderate,5,1,5,3.4,3
P04259,38,Female,White,High School,Conservative,1,4,4,3.6,3
P04260,29,Female,White,High School,Moderate,3,1,5,2.8,5
P04261,51,Female,White,Bachelor,Liberal,4,5,5,3.7,2
P04262,36,Female,Hispanic,Bachelor,Conservative,1,3,4,4.6,4
P04263,49,Male,Asian,Not Applicable,Liberal,1,4,3,1.0,2
P04264,36,Male,White,Not Applicable,Liberal,1,4,3,4.2,1
P04265,39,Male,White,Master,Liberal,4,4,5,4.4,5
P04266,45,Male,Hispanic,High School,Moderate,5,2,4,3.4,1
P04267,43,Female,White,Not Applicable,Moderate,3,2,2,2.7,5
P04268,18,Female,Hispanic,Bachelor,Liberal,3,5,5,1.4,5
P04269,26,Male,White,Bachelor,Conservative,3,3,5,3.0,5
P04270,51,Male,White,Bachelor,Conservative,5,1,1,2.6,1
P04271,38,Female,Asian,High School,Conservative,2,5,3,1.6,5
P04272,33,Female,Black,High School,Moderate,2,2,4,2.3,2
P04273,23,Female,Black,Master,Conservative,3,5,2,3.0,2
P04274,27,Female,White,Bachelor,Conservative,1,3,2,3.3,1
P04275,18,Female,White,High School,Liberal,1,5,5,2.0,3
P04276,38,Female,Asian,Bachelor,Liberal,4,4,2,1.0,3
P04277,32,Male,White,PhD,Moderate,2,1,2,2.7,1
P04278,28,Male,White,Bachelor,Liberal,1,2,5,2.1,5
P04279,39,Male,Hispanic,Bachelor,Liberal,3,2,3,2.6,5
P04280,44,Female,White,High School,Moderate,4,3,1,1.0,5
P04281,65,Female,White,High School,Liberal,2,3,3,2.7,1
P04282,21,Female,Black,Not Applicable,Liberal,4,3,3,3.4,5
P04283,53,Male,Other,Bachelor,Moderate,1,2,1,2.6,2
P04284,51,Male,White,Bachelor,Conservative,3,4,5,3.1,5
P04285,30,Male,White,Bachelor,Conservative,3,1,3,2.7,1
P04286,42,Male,Hispanic,Master,Moderate,3,3,4,1.0,5
P04287,34,Female,Hispanic,Bachelor,Moderate,1,2,4,3.1,2
P04288,42,Female,Asian,Bachelor,Liberal,5,4,1,2.2,1
P04289,58,Female,White,Bachelor,Liberal,3,3,4,1.7,3
P04290,47,Female,White,High School,Liberal,5,3,5,3.7,1
P04291,46,Female,Black,PhD,Conservative,3,1,2,3.3,4
P04292,34,Female,Hispanic,Not Applicable,Moderate,5,1,5,2.4,3
P04293,22,Male,Hispanic,Not Applicable,Conservative,2,5,1,2.8,3
P04294,37,Female,White,Not Applicable,Conservative,2,3,2,3.2,1
P04295,54,Female,White,Master,Liberal,3,5,4,1.3,4
P04296,21,Female,White,Bachelor,Moderate,4,2,3,1.9,3
P04297,27,Male,Other,Master,Moderate,4,1,4,1.9,5
P04298,41,Male,Black,Bachelor,Moderate,1,4,5,3.5,4
P04299,28,Male,White,High School,Moderate,2,3,5,4.6,4
P04300,30,Female,White,Bachelor,Conservative,2,3,1,3.6,1
P04301,34,Male,White,Not Applicable,Conservative,4,5,3,3.1,1
P04302,23,Female,White,High School,Conservative,3,1,3,2.0,1
P04303,28,Female,Hispanic,Master,Liberal,1,5,2,3.7,4
P04304,48,Male,Asian,High School,Liberal,2,3,2,2.6,2
P04305,24,Female,White,High School,Liberal,1,1,5,2.0,1
P04306,20,Female,White,High School,Liberal,2,3,1,3.7,2
P04307,32,Male,Hispanic,High School,Moderate,5,1,5,4.3,3
P04308,48,Female,White,High School,Moderate,5,3,3,3.7,5
P04309,37,Male,White,High School,Moderate,1,4,3,5.0,5
P04310,34,Male,Hispanic,Master,Conservative,4,5,5,2.2,2
P04311,40,Female,Hispanic,High School,Conservative,4,1,3,2.5,4
P04312,19,Female,Hispanic,High School,Liberal,2,5,2,2.1,5
P04313,45,Other,White,High School,Conservative,5,1,3,2.1,2
P04314,44,Female,White,Bachelor,Moderate,5,1,2,4.4,1
P04315,35,Female,White,Bachelor,Moderate,1,1,4,1.9,2
P04316,52,Female,White,Bachelor,Conservative,1,3,1,2.5,3
P04317,26,Female,Asian,High School,Liberal,4,2,1,4.3,2
P04318,53,Female,White,High School,Conservative,4,3,3,3.4,1
P04319,41,Male,Black,Master,Moderate,4,2,1,2.0,2
P04320,35,Female,White,Master,Conservative,3,3,4,2.9,1
P04321,39,Male,White,High School,Conservative,5,2,3,1.3,1
P04322,38,Female,Other,Bachelor,Moderate,5,1,2,2.8,3
P04323,54,Male,White,High School,Liberal,1,1,4,3.1,3
P04324,27,Female,White,High School,Liberal,5,2,4,3.1,5
P04325,30,Male,White,Master,Liberal,1,2,1,4.9,1
P04326,52,Male,White,Bachelor,Liberal,3,5,2,3.7,1
P04327,32,Female,White,High School,Conservative,4,1,5,1.8,1
P04328,50,Male,White,High School,Liberal,3,3,4,3.1,5
P04329,60,Female,Black,Not Applicable,Conservative,4,5,1,2.9,4
P04330,35,Male,Hispanic,Master,Conservative,4,2,4,4.9,3
P04331,48,Male,White,Master,Liberal,1,3,2,2.6,3
P04332,26,Male,White,Bachelor,Moderate,4,4,2,3.1,1
P04333,49,Female,Black,Bachelor,Moderate,3,4,3,3.3,5
P04334,42,Male,White,High School,Moderate,2,4,5,1.9,1
P04335,45,Female,Black,High School,Moderate,1,3,5,1.5,3
P04336,32,Male,Black,Bachelor,Liberal,4,2,1,2.8,5
P04337,20,Male,White,Bachelor,Moderate,4,3,5,3.7,2
P04338,46,Male,Hispanic,High School,Moderate,5,5,2,1.7,3
P04339,18,Male,Hispanic,Master,Conservative,1,5,5,2.9,2
P04340,36,Female,Hispanic,High School,Conservative,1,4,1,2.3,4
P04341,51,Female,White,High School,Liberal,3,2,4,1.1,2
P04342,42,Female,White,High School,Liberal,2,5,5,3.2,5
P04343,63,Male,Hispanic,Bachelor,Conservative,3,1,5,3.4,2
P04344,52,Male,White,High School,Conservative,3,1,2,3.7,4
P04345,32,Male,Hispanic,High School,Moderate,3,4,2,3.8,3
P04346,40,Female,White,Bachelor,Liberal,2,4,4,2.9,4
P04347,39,Male,White,Bachelor,Liberal,3,4,3,3.4,5
P04348,21,Female,Asian,Bachelor,Liberal,1,5,5,3.2,2
P04349,28,Male,Asian,High School,Liberal,2,2,2,1.0,2
P04350,33,Male,Asian,Bachelor,Moderate,4,4,3,1.5,5
P04351,18,Male,Hispanic,Bachelor,Moderate,5,3,5,2.3,1
P04352,40,Male,White,High School,Liberal,5,4,5,3.1,5
P04353,37,Female,White,Master,Liberal,1,5,3,3.3,5
P04354,19,Male,Hispanic,Bachelor,Liberal,5,2,2,3.7,4
P04355,44,Female,White,High School,Conservative,5,4,4,3.7,4
P04356,48,Male,Black,Not Applicable,Moderate,5,1,5,3.2,5
P04357,42,Female,White,Master,Conservative,4,4,1,3.5,3
P04358,36,Male,White,Not Applicable,Moderate,5,4,1,4.5,2
P04359,47,Female,White,Bachelor,Liberal,3,2,1,3.4,5
P04360,48,Female,White,High School,Liberal,1,3,4,3.0,1
P04361,43,Female,Hispanic,High School,Moderate,1,4,5,3.5,2
P04362,30,Male,Black,Bachelor,Moderate,1,4,2,3.8,3
P04363,43,Female,Black,Not Applicable,Moderate,4,5,2,4.5,5
P04364,54,Male,White,Bachelor,Conservative,4,2,4,1.9,3
P04365,32,Male,White,Master,Conservative,5,5,5,1.4,2
P04366,65,Male,White,High School,Liberal,3,4,3,3.2,1
P04367,33,Male,White,Bachelor,Conservative,5,4,3,1.6,2
P04368,40,Other,White,PhD,Moderate,1,1,5,2.8,2
P04369,31,Male,White,Master,Liberal,3,5,5,4.8,5
P04370,42,Female,White,Not Applicable,Moderate,1,2,2,3.0,2
P04371,19,Female,White,Master,Moderate,3,4,4,3.0,5
P04372,33,Female,White,Bachelor,Liberal,2,1,4,2.6,5
P04373,26,Female,White,Bachelor,Moderate,4,1,2,4.5,3
P04374,41,Male,White,PhD,Liberal,4,3,1,3.4,1
P04375,51,Female,White,Bachelor,Liberal,1,2,3,2.5,5
P04376,47,Male,Hispanic,High School,Liberal,1,1,5,4.5,4
P04377,18,Female,White,Bachelor,Liberal,2,2,3,3.2,3
P04378,64,Female,Hispanic,Bachelor,Liberal,5,4,3,2.6,5
P04379,43,Female,White,High School,Liberal,3,3,4,1.0,5
P04380,30,Male,Hispanic,Master,Conservative,2,2,2,3.1,3
P04381,41,Male,White,High School,Liberal,2,3,1,2.5,2
P04382,42,Male,Asian,Bachelor,Moderate,1,2,1,2.7,5
P04383,31,Male,White,Master,Liberal,1,2,2,2.6,1
P04384,42,Male,Asian,Bachelor,Conservative,5,5,3,1.2,5
P04385,32,Female,White,Master,Liberal,5,3,2,5.0,3
P04386,35,Male,White,High School,Liberal,1,2,2,2.3,4
P04387,31,Female,Asian,Not Applicable,Liberal,4,5,5,3.7,3
P04388,22,Female,White,High School,Conservative,5,5,5,2.8,3
P04389,41,Female,Hispanic,High School,Moderate,2,3,3,1.0,1
P04390,47,Male,White,Master,Liberal,1,4,4,2.9,2
P04391,46,Male,White,Master,Liberal,3,3,1,3.1,1
P04392,49,Male,Black,High School,Liberal,3,2,5,2.5,1
P04393,43,Male,White,Not Applicable,Liberal,4,4,3,4.5,5
P04394,33,Female,White,Bachelor,Conservative,1,3,2,4.8,4
P04395,50,Male,Asian,Not Applicable,Moderate,2,3,5,3.3,3
P04396,23,Female,Asian,Bachelor,Moderate,4,3,2,3.4,1
P04397,29,Female,Hispanic,Bachelor,Liberal,2,3,2,1.8,1
P04398,28,Female,White,Bachelor,Moderate,3,4,5,1.8,2
P04399,52,Male,White,High School,Liberal,2,2,3,2.3,2
P04400,51,Male,White,Bachelor,Liberal,3,5,1,5.0,4
P04401,45,Female,White,Bachelor,Moderate,5,3,3,2.5,3
P04402,52,Female,Asian,High School,Liberal,3,5,4,4.3,1
P04403,29,Male,White,High School,Moderate,3,5,4,2.3,5
P04404,44,Male,White,High School,Conservative,4,5,1,2.0,2
P04405,38,Male,White,Master,Liberal,4,3,4,2.5,1
P04406,50,Female,Black,Bachelor,Conservative,1,3,2,2.5,5
P04407,38,Male,Hispanic,Master,Liberal,1,3,4,2.3,1
P04408,35,Female,Black,Not Applicable,Liberal,3,3,5,4.6,4
P04409,46,Male,White,Bachelor,Moderate,5,1,2,2.9,4
P04410,50,Female,Asian,Not Applicable,Moderate,1,2,3,2.8,5
P04411,31,Female,Black,High School,Liberal,3,1,1,3.0,2
P04412,39,Female,White,High School,Conservative,4,4,5,3.9,4
P04413,27,Male,White,Bachelor,Conservative,1,1,5,3.0,2
P04414,18,Male,White,Bachelor,Liberal,1,1,1,3.3,5
P04415,42,Male,White,PhD,Conservative,3,1,4,4.0,5
P04416,47,Female,Hispanic,Bachelor,Moderate,3,2,1,1.9,1
P04417,43,Female,White,High School,Conservative,2,5,1,2.2,5
P04418,18,Female,White,Master,Liberal,2,4,4,3.1,1
P04419,35,Male,Hispanic,Bachelor,Conservative,5,4,3,2.3,2
P04420,18,Female,Hispanic,High School,Liberal,1,2,1,2.8,1
P04421,56,Male,Black,Bachelor,Conservative,2,1,4,1.9,2
P04422,26,Female,White,PhD,Moderate,3,5,5,2.1,4
P04423,55,Male,White,Master,Liberal,1,3,1,4.1,2
P04424,51,Female,White,Bachelor,Liberal,2,2,1,2.6,3
P04425,29,Male,White,High School,Conservative,5,5,3,2.5,1
P04426,26,Male,White,High School,Moderate,5,2,3,2.2,4
P04427,44,Female,White,Bachelor,Liberal,5,2,5,2.1,2
P04428,29,Male,White,Master,Moderate,5,3,3,2.0,5
P04429,41,Female,White,High School,Conservative,3,5,5,1.7,1
P04430,34,Female,White,High School,Liberal,5,1,1,2.3,2
P04431,18,Female,Black,PhD,Liberal,4,5,4,2.9,4
P04432,18,Male,Black,Master,Conservative,5,5,3,3.6,5
P04433,42,Female,White,Bachelor,Liberal,2,1,5,2.9,1
P04434,33,Female,White,High School,Liberal,1,3,3,2.0,4
P04435,33,Male,White,High School,Liberal,2,5,3,2.5,5
P04436,48,Female,White,High School,Conservative,1,1,2,2.4,3
P04437,54,Male,White,Bachelor,Liberal,3,2,1,2.3,5
P04438,36,Male,Hispanic,High School,Moderate,1,2,3,2.6,1
P04439,35,Male,Other,Master,Conservative,4,1,4,3.9,3
