participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P03801,23,Male,White,High School,Moderate,2,2,2,2.2,3,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,3
P03802,20,Female,White,High School,Conservative,1,2,3,2.9,2,Control,Control,0,2,0.01155812402756168,1
P03803,25,Female,White,Master,Liberal,3,3,2,1.1,5,Ad_Reason,Ad_Reason,1,3,0.011113580795732384,0
P03804,41,Female,Hispanic,High School,Conservative,3,2,1,4.3,4,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,0
P03805,29,Male,Black,Master,Liberal,3,1,4,5.0,2,Ad_Reason,Ad_Reason,1,2,0.010891309179817737,1
P03806,46,Male,Other,High School,Moderate,1,2,4,2.7,2,Ad_Reason,Ad_Reason,0,5,0.011113580795732384,2
P03807,40,Female,Black,Bachelor,Moderate,5,3,1,3.4,1,Control,Control,1,4,0.008446321404756612,2
P03808,18,Male,White,Bachelor,Conservative,5,1,1,3.1,2,Ad_Reason,Ad_Reason,0,3,0.010224494332073794,2
P03809,47,Female,Black,Bachelor,Liberal,3,3,5,1.7,5,Control,Control,1,3,0.010446765947988441,2
P03810,49,Female,Other,Bachelor,Liberal,4,3,2,4.2,5,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329,0
P03811,28,Female,Black,PhD,Liberal,2,4,4,2.7,5,Control,Control,1,4,0.011113580795732384,0
P03812,45,Female,Asian,High School,Conservative,3,5,5,1.0,4,Control,Control,0,3,0.009335407868415203,2
P03813,29,Female,Hispanic,Bachelor,Liberal,2,3,4,2.3,4,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,2
P03814,41,Male,White,Master,Liberal,2,2,1,1.6,3,Ad_Emotion,Ad_Emotion,1,3,0.011780395643476329,0
P03815,24,Female,Black,High School,Moderate,3,4,5,3.1,2,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441,0
P03816,18,Male,Hispanic,High School,Moderate,5,1,5,3.1,5,Ad_Emotion,Ad_Emotion,1,2,0.010446765947988441,0
P03817,35,Male,Hispanic,High School,Conservative,4,5,5,4.2,2,Ad_Emotion,Ad_Emotion,1,2,0.009335407868415203,2
P03818,38,Male,White,Bachelor,Conservative,3,4,2,4.8,3,Control,Control,1,3,0.00866859302067126,1
P03819,35,Female,White,High School,Moderate,2,3,5,4.9,3,Ad_Emotion,Ad_Emotion,1,2,0.008224049788841965,0
P03820,25,Male,Black,High School,Conservative,1,4,4,2.0,5,Control,Control,1,2,0.010446765947988441,1
P03821,35,Male,White,Bachelor,Conservative,1,2,2,3.6,2,Control,Control,1,2,0.009335407868415203,0
P03822,43,Male,Black,Bachelor,Liberal,2,2,4,3.8,3,Control,Control,0,4,0.009335407868415203,3
P03823,39,Female,White,High School,Conservative,3,2,5,2.5,1,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,0
P03824,42,Female,White,High School,Moderate,5,5,5,3.3,4,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,0
P03825,31,Female,White,Bachelor,Moderate,3,4,4,3.4,2,Ad_Reason,Ad_Reason,0,2,0.011113580795732384,1
P03826,54,Female,White,Not Applicable,Moderate,4,4,3,2.5,5,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329,2
P03827,25,Male,White,Bachelor,Moderate,1,3,5,4.3,3,Ad_Reason,Ad_Reason,0,4,0.00955767948432985,2
P03828,45,Male,White,Master,Liberal,2,1,5,3.2,3,Ad_Reason,Ad_Reason,1,3,0.011113580795732384,2
P03829,54,Female,White,High School,Conservative,5,2,2,2.8,3,Control,Control,0,2,0.009779951100244499,1
P03830,45,Male,White,High School,Conservative,3,1,4,1.8,4,Control,Control,1,2,0.011335852411647033,0
P03831,37,Male,White,Bachelor,Conservative,4,1,5,4.2,2,Ad_Emotion,Ad_Emotion,1,4,0.006223605245610136,1
P03832,33,Male,White,Master,Liberal,3,2,4,3.1,3,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,0
P03833,52,Female,White,Bachelor,Conservative,4,2,2,3.1,4,Ad_Reason,Ad_Reason,1,2,0.00866859302067126,1
P03834,22,Male,Asian,Master,Liberal,3,3,4,2.2,1,Control,Control,1,3,0.010446765947988441,0
P03835,28,Female,White,Not Applicable,Liberal,5,5,4,3.9,2,Ad_Emotion,Ad_Emotion,1,3,0.008446321404756612,1
P03836,35,Male,White,High School,Liberal,5,2,2,1.9,5,Ad_Emotion,Ad_Emotion,0,5,0.009335407868415203,1
P03837,54,Female,Asian,High School,Liberal,2,1,5,1.0,2,Ad_Emotion,Ad_Emotion,1,1,0.008890864636585907,1
P03838,44,Male,White,High School,Moderate,5,3,4,2.3,3,Ad_Emotion,Ad_Emotion,0,4,0.009779951100244499,1
P03839,28,Male,Hispanic,Bachelor,Moderate,4,4,3,3.3,5,Ad_Emotion,Ad_Emotion,0,3,0.01155812402756168,0
P03840,36,Male,Black,High School,Conservative,2,3,5,3.3,2,Ad_Emotion,Ad_Emotion,1,4,0.007779506557012669,0
P03842,31,Male,White,High School,Conservative,1,2,1,2.8,2,Control,Control,1,2,0.007557234941098022,2
P03843,51,Female,White,High School,Moderate,4,5,3,3.2,1,Control,Control,0,3,0.007779506557012669,0
P03845,59,Female,White,PhD,Conservative,4,2,2,3.2,1,Control,Control,0,3,0.010446765947988441,2
P03846,49,Male,White,Bachelor,Moderate,2,1,3,2.6,2,Control,Control,0,3,0.010002222716159146,1
P03847,53,Male,Asian,PhD,Conservative,4,1,5,2.9,5,Control,Control,0,3,0.012224938875305623,1
P03849,38,Female,White,Bachelor,Liberal,5,5,5,3.1,4,Ad_Emotion,Ad_Emotion,1,3,0.008890864636585907,0
P03850,22,Female,Black,High School,Moderate,3,3,1,2.1,4,Control,Control,0,3,0.009779951100244499,0
P03851,33,Female,White,High School,Moderate,3,5,1,3.8,1,Control,Control,0,3,0.008890864636585907,1
P03853,55,Male,White,Bachelor,Liberal,2,2,2,2.2,3,Ad_Reason,Ad_Reason,0,2,0.010891309179817737,2
P03854,26,Male,White,High School,Moderate,5,4,4,4.0,4,Control,Control,1,2,0.00866859302067126,0
P03856,38,Male,White,Bachelor,Conservative,2,1,2,5.0,1,Control,Control,0,3,0.010446765947988441,2
P03857,23,Male,White,Bachelor,Liberal,2,1,2,4.9,3,Ad_Reason,Ad_Reason,1,3,0.01155812402756168,1
P03858,47,Female,White,Bachelor,Liberal,2,2,2,4.7,5,Ad_Reason,Ad_Reason,1,1,0.012224938875305623,2
P03859,31,Male,White,High School,Moderate,5,2,3,2.5,3,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,1
P03860,37,Female,White,Master,Moderate,3,1,5,3.2,3,Ad_Emotion,Ad_Emotion,1,4,0.007557234941098022,0
P03861,34,Female,Hispanic,Bachelor,Liberal,4,2,1,2.4,4,Ad_Reason,Ad_Reason,0,4,0.009779951100244499,0
P03862,30,Female,Hispanic,High School,Liberal,2,4,2,3.4,1,Ad_Reason,Ad_Reason,1,3,0.0064458768615247835,0
P03863,39,Male,White,Master,Conservative,5,4,3,3.0,1,Ad_Reason,Ad_Reason,1,4,0.013114025338964214,0
P03865,35,Female,Black,High School,Moderate,4,4,1,2.5,3,Ad_Reason,Ad_Reason,0,2,0.012669482107134918,1
P03866,31,Male,White,Bachelor,Moderate,2,1,4,3.1,3,Control,Control,0,2,0.010224494332073794,0
P03867,43,Male,White,Bachelor,Moderate,2,1,3,5.0,2,Ad_Reason,Ad_Reason,1,3,0.011113580795732384,1
P03868,59,Male,White,High School,Liberal,4,3,1,4.3,5,Ad_Reason,Ad_Reason,1,2,0.012447210491220271,0
P03869,41,Male,White,Master,Moderate,4,5,3,3.1,2,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,1
P03870,51,Male,White,High School,Liberal,2,3,1,2.8,5,Control,Control,1,3,0.008890864636585907,0
P03871,23,Female,Hispanic,Master,Moderate,5,5,2,3.6,2,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,1
P03872,41,Male,Asian,Bachelor,Liberal,1,5,4,2.4,2,Control,Control,0,2,0.011335852411647033,1
P03873,26,Male,White,Bachelor,Moderate,5,2,3,2.8,2,Control,Control,0,1,0.011780395643476329,0
P03874,22,Female,White,High School,Moderate,3,4,3,1.0,2,Ad_Emotion,Ad_Emotion,0,3,0.008446321404756612,0
P03875,31,Female,Hispanic,High School,Liberal,3,5,3,3.1,3,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556,3
P03876,54,Male,White,High School,Liberal,3,2,5,3.1,5,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794,0
P03877,51,Male,Hispanic,High School,Liberal,2,3,5,2.5,2,Ad_Emotion,Ad_Emotion,1,4,0.012002667259390976,1
P03878,42,Female,White,High School,Moderate,1,3,2,3.5,2,Ad_Emotion,Ad_Emotion,1,3,0.007779506557012669,1
P03879,21,Female,White,Master,Liberal,1,5,3,3.1,1,Ad_Emotion,Ad_Emotion,1,2,0.008890864636585907,0
P03880,37,Female,White,High School,Liberal,2,2,4,2.5,3,Ad_Emotion,Ad_Emotion,1,3,0.00955767948432985,1
P03881,43,Female,Hispanic,Master,Moderate,2,1,5,3.8,4,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309,3
P03882,42,Male,White,Bachelor,Conservative,2,4,1,2.8,1,Ad_Reason,Ad_Reason,1,1,0.010891309179817737,1
P03883,18,Female,White,Master,Liberal,1,5,1,2.0,4,Control,Control,0,2,0.008446321404756612,1
P03884,29,Male,White,Not Applicable,Moderate,2,1,1,1.2,2,Ad_Emotion,Ad_Emotion,1,3,0.008224049788841965,1
P03886,46,Female,Hispanic,Master,Conservative,4,1,3,3.1,4,Control,Control,1,4,0.01066903756390309,0
P03887,18,Female,Other,Bachelor,Liberal,4,2,3,3.1,4,Ad_Reason,Ad_Reason,1,5,0.011335852411647033,1
P03888,38,Male,Hispanic,Master,Conservative,2,5,5,3.0,4,Control,Control,1,5,0.009113136252500556,0
P03889,41,Male,White,Bachelor,Moderate,4,1,1,4.2,5,Control,Control,1,4,0.009113136252500556,0
P03890,50,Female,White,Bachelor,Conservative,2,1,2,3.1,1,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,0
P03892,46,Female,White,High School,Conservative,2,5,3,3.1,5,Control,Control,1,4,0.010224494332073794,0
P03893,30,Male,Hispanic,Bachelor,Conservative,5,2,3,1.0,1,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033,0
P03894,18,Male,Hispanic,Not Applicable,Moderate,3,2,2,4.3,2,Ad_Emotion,Ad_Emotion,1,2,0.010891309179817737,2
P03895,35,Female,White,Master,Conservative,5,1,5,3.3,1,Ad_Emotion,Ad_Emotion,1,2,0.010446765947988441,0
P03896,52,Male,Black,High School,Liberal,3,2,2,2.5,4,Ad_Emotion,Ad_Emotion,0,5,0.008446321404756612,1
P03897,56,Female,Hispanic,Master,Liberal,3,4,5,2.7,1,Control,Control,1,4,0.009113136252500556,1
P03898,48,Male,White,Master,Moderate,4,2,3,2.7,1,Control,Control,0,4,0.00955767948432985,0
P03899,45,Female,White,High School,Conservative,3,1,5,1.8,2,Ad_Reason,Ad_Reason,0,4,0.009779951100244499,0
P03900,44,Female,White,High School,Moderate,3,4,5,3.9,2,Ad_Reason,Ad_Reason,1,3,0.010224494332073794,0
P03901,33,Female,White,High School,Moderate,5,5,5,2.6,1,Control,Control,1,3,0.010891309179817737,1
P03902,38,Male,White,Master,Moderate,3,3,5,2.1,5,Ad_Reason,Ad_Reason,1,3,0.008224049788841965,0
P03903,60,Female,White,Master,Liberal,2,2,1,5.0,2,Control,Control,1,2,0.01066903756390309,0
P03904,28,Male,White,High School,Liberal,2,4,1,1.8,4,Ad_Reason,Ad_Reason,0,5,0.008446321404756612,1
P03905,59,Female,Other,High School,Conservative,4,3,1,2.9,5,Ad_Emotion,Ad_Emotion,1,5,0.012891753723049567,0
P03906,36,Male,White,Master,Conservative,5,5,1,1.0,1,Ad_Reason,Ad_Reason,0,5,0.010891309179817737,1
P03907,55,Male,White,PhD,Liberal,1,3,2,4.3,4,Ad_Emotion,Ad_Emotion,1,5,0.010002222716159146,0
P03908,23,Male,Hispanic,Master,Moderate,5,5,4,2.7,4,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556,2
P03909,47,Male,White,Bachelor,Liberal,1,1,5,3.8,5,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,0
P03910,31,Female,White,High School,Liberal,3,1,2,2.1,1,Ad_Emotion,Ad_Emotion,1,4,0.010002222716159146,2
P03911,23,Male,Hispanic,Bachelor,Liberal,1,5,1,1.4,4,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,0
P03912,42,Female,White,High School,Moderate,3,3,5,2.3,2,Control,Control,1,2,0.010224494332073794,0
P03913,52,Other,Hispanic,Master,Liberal,5,2,4,4.3,2,Ad_Emotion,Ad_Emotion,0,3,0.008890864636585907,0
P03915,22,Female,White,Master,Conservative,4,3,3,1.4,2,Ad_Emotion,Ad_Emotion,0,3,0.0064458768615247835,2
P03916,38,Male,White,Bachelor,Conservative,4,2,3,1.0,3,Ad_Reason,Ad_Reason,0,4,0.008890864636585907,1
P03917,38,Male,White,Master,Liberal,3,3,2,2.7,1,Ad_Reason,Ad_Reason,0,2,0.012002667259390976,1
P03918,46,Male,Asian,High School,Moderate,3,3,4,4.1,4,Ad_Reason,Ad_Reason,1,5,0.009335407868415203,1
P03919,51,Female,Black,Bachelor,Liberal,2,4,2,2.2,4,Control,Control,1,2,0.012891753723049567,0
P03920,39,Male,Hispanic,Bachelor,Conservative,2,5,5,4.1,5,Ad_Reason,Ad_Reason,1,3,0.007779506557012669,0
P03921,62,Female,Asian,High School,Moderate,2,1,4,3.1,5,Ad_Reason,Ad_Reason,1,2,0.011113580795732384,2
P03922,42,Female,White,Not Applicable,Conservative,5,5,2,4.8,4,Control,Control,0,3,0.010446765947988441,0
P03923,35,Female,Hispanic,Bachelor,Liberal,1,3,5,2.3,2,Control,Control,0,2,0.010446765947988441,1
P03925,36,Female,Black,Master,Moderate,4,2,5,2.3,3,Control,Control,0,1,0.01066903756390309,0
P03926,35,Female,Hispanic,Master,Liberal,3,1,2,4.0,5,Ad_Emotion,Ad_Emotion,1,3,0.012891753723049567,2
P03927,51,Female,White,Bachelor,Liberal,1,1,4,3.6,2,Ad_Emotion,Ad_Emotion,0,3,0.007334963325183374,1
P03928,45,Female,White,PhD,Moderate,3,1,4,1.3,1,Control,Control,1,1,0.007334963325183374,1
P03929,25,Female,Black,High School,Conservative,4,2,1,3.7,3,Control,Control,0,5,0.010446765947988441,0
P03930,42,Male,White,High School,Liberal,4,3,2,1.5,5,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,2
P03931,48,Male,White,Bachelor,Moderate,1,1,1,2.1,1,Control,Control,1,2,0.009335407868415203,1
P03932,58,Male,Black,High School,Liberal,4,1,3,3.7,1,Ad_Reason,Ad_Reason,0,5,0.012669482107134918,0
P03933,50,Male,White,Bachelor,Liberal,5,2,5,1.7,4,Ad_Emotion,Ad_Emotion,1,4,0.010002222716159146,0
P03934,49,Male,White,High School,Moderate,4,3,3,2.6,2,Control,Control,1,5,0.012669482107134918,2
P03935,40,Male,White,Bachelor,Liberal,1,1,3,3.8,4,Ad_Reason,Ad_Reason,0,2,0.009779951100244499,0
P03936,44,Male,Black,Master,Moderate,1,3,1,3.4,2,Ad_Reason,Ad_Reason,1,4,0.011780395643476329,1
P03937,54,Female,White,Bachelor,Liberal,3,4,1,3.4,1,Ad_Emotion,Ad_Emotion,1,4,0.007779506557012669,1
P03938,24,Male,Asian,Not Applicable,Moderate,4,1,5,3.8,5,Control,Control,1,3,0.01155812402756168,2
P03939,35,Female,White,Master,Moderate,4,1,1,4.3,2,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126,1
P03940,30,Female,White,High School,Conservative,1,2,1,1.8,2,Ad_Reason,Ad_Reason,0,4,0.012224938875305623,0
P03941,44,Female,White,High School,Liberal,3,4,1,3.3,1,Ad_Reason,Ad_Reason,0,2,0.01066903756390309,0
P03942,54,Female,Black,High School,Conservative,3,4,1,4.0,3,Control,Control,0,1,0.010224494332073794,1
P03943,32,Male,White,Master,Liberal,5,4,1,3.8,1,Ad_Reason,Ad_Reason,0,4,0.008890864636585907,0
P03945,35,Male,Hispanic,High School,Moderate,1,2,3,2.8,2,Ad_Emotion,Ad_Emotion,0,3,0.011780395643476329,1
P03946,50,Male,Hispanic,PhD,Liberal,3,2,5,3.8,1,Control,Control,0,3,0.011335852411647033,1
P03947,46,Female,Hispanic,Bachelor,Moderate,3,1,4,3.2,4,Control,Control,0,4,0.009335407868415203,1
P03948,45,Female,White,High School,Liberal,5,2,5,4.1,1,Ad_Reason,Ad_Reason,1,2,0.010446765947988441,1
P03949,36,Male,White,High School,Liberal,5,1,2,3.1,5,Ad_Reason,Ad_Reason,0,4,0.008224049788841965,1
P03950,24,Male,Asian,Master,Liberal,1,1,5,2.6,1,Control,Control,0,5,0.009779951100244499,2
P03951,46,Male,Black,PhD,Conservative,3,5,5,1.2,1,Ad_Reason,Ad_Reason,1,5,0.008890864636585907,0
P03952,29,Male,Hispanic,High School,Conservative,1,2,1,2.8,5,Ad_Reason,Ad_Reason,1,3,0.008890864636585907,2
P03954,46,Male,Other,Master,Moderate,4,5,1,1.2,3,Control,Control,0,2,0.010002222716159146,2
P03955,33,Female,White,Master,Liberal,5,5,4,2.1,3,Ad_Reason,Ad_Reason,1,3,0.010224494332073794,1
P03956,32,Male,Hispanic,Master,Liberal,3,2,1,3.7,4,Control,Control,1,2,0.010002222716159146,2
P03957,38,Male,Black,Bachelor,Conservative,1,2,2,2.8,5,Ad_Reason,Ad_Reason,1,2,0.011113580795732384,1
P03958,37,Female,Black,PhD,Moderate,3,1,3,3.2,4,Ad_Emotion,Ad_Emotion,0,1,0.008224049788841965,1
P03959,53,Female,White,High School,Liberal,5,3,2,3.7,4,Ad_Reason,Ad_Reason,1,4,0.013114025338964214,0
P03960,42,Female,Asian,High School,Liberal,5,1,4,3.0,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,2
P03961,31,Female,Hispanic,Bachelor,Conservative,2,4,1,2.3,5,Control,Control,1,5,0.008890864636585907,1
P03962,62,Male,White,Bachelor,Liberal,5,4,5,2.6,2,Control,Control,1,4,0.008001778172927318,1
P03963,40,Male,Black,Master,Liberal,3,3,3,3.8,2,Ad_Reason,Ad_Reason,1,4,0.008001778172927318,2
P03964,49,Female,White,High School,Moderate,1,5,4,3.0,3,Ad_Emotion,Ad_Emotion,1,2,0.011780395643476329,0
P03965,32,Female,Other,Master,Moderate,1,4,2,1.0,4,Ad_Reason,Ad_Reason,1,4,0.01155812402756168,0
P03966,44,Female,White,High School,Moderate,2,5,1,2.6,3,Ad_Reason,Ad_Reason,1,5,0.009779951100244499,2
P03967,43,Male,White,Bachelor,Conservative,3,5,4,3.5,4,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,0
P03968,18,Other,White,High School,Liberal,5,1,4,3.2,3,Control,Control,0,2,0.010446765947988441,0
P03969,64,Male,Black,Bachelor,Conservative,4,5,5,2.0,1,Ad_Reason,Ad_Reason,0,5,0.007112691709268726,0
P03971,35,Female,Black,High School,Moderate,3,1,5,1.1,4,Control,Control,1,4,0.007112691709268726,1
P03972,26,Male,Hispanic,High School,Conservative,2,3,2,3.5,4,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985,1
P03973,44,Female,Hispanic,Bachelor,Moderate,4,5,5,3.6,4,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,0
P03974,41,Male,White,Master,Conservative,3,4,4,2.9,5,Control,Control,1,3,0.008001778172927318,0
P03976,42,Male,Black,High School,Liberal,1,3,4,1.9,2,Control,Control,0,4,0.006890420093354078,1
P03977,46,Female,White,High School,Conservative,5,2,3,3.3,5,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,0
P03978,57,Male,White,Not Applicable,Conservative,2,2,3,1.4,1,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,0
P03979,46,Female,White,High School,Moderate,1,4,2,3.8,3,Ad_Emotion,Ad_Emotion,1,4,0.00866859302067126,1
P03980,27,Female,Hispanic,High School,Liberal,4,3,5,3.6,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,1
P03981,56,Male,White,Master,Liberal,1,4,4,4.2,4,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,0
P03982,59,Male,White,Bachelor,Liberal,5,1,5,3.1,2,Control,Control,0,4,0.007334963325183374,1
P03983,77,Female,Asian,High School,Liberal,3,5,4,2.5,3,Ad_Emotion,Ad_Emotion,0,3,0.010891309179817737,2
P03984,26,Male,White,Not Applicable,Moderate,3,1,3,3.4,1,Ad_Reason,Ad_Reason,0,4,0.010891309179817737,0
P03985,42,Female,Asian,Bachelor,Liberal,3,2,4,3.8,3,Ad_Reason,Ad_Reason,1,4,0.008446321404756612,0
P03986,18,Male,Asian,Bachelor,Liberal,2,5,2,1.8,3,Ad_Emotion,Ad_Emotion,1,2,0.00866859302067126,1
P03987,46,Female,White,Bachelor,Moderate,2,1,1,2.9,2,Control,Control,1,3,0.007112691709268726,0
P03989,63,Male,White,High School,Moderate,4,1,2,3.5,2,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612,0
P03990,30,Male,White,High School,Conservative,5,5,3,2.6,1,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,1
P03991,19,Male,Black,High School,Liberal,4,1,3,3.6,5,Ad_Reason,Ad_Reason,1,3,0.010446765947988441,1
P03993,18,Female,Other,Bachelor,Liberal,5,1,5,5.0,4,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,1
P03995,18,Female,White,High School,Liberal,1,1,4,3.4,5,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126,1
P03996,40,Female,Hispanic,Bachelor,Conservative,1,1,3,2.4,3,Ad_Reason,Ad_Reason,1,2,0.008446321404756612,0
P03997,18,Male,White,Master,Liberal,5,4,2,3.1,3,Control,Control,0,5,0.00955767948432985,1
P03998,36,Female,Black,High School,Conservative,4,2,1,1.9,5,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,2
P03999,59,Male,White,Master,Moderate,5,5,5,4.1,2,Control,Control,1,5,0.010891309179817737,1
P04000,44,Female,Hispanic,High School,Moderate,4,3,4,2.2,4,Ad_Emotion,Ad_Emotion,1,5,0.008224049788841965,2
P04002,39,Male,White,High School,Conservative,1,5,3,2.9,4,Ad_Emotion,Ad_Emotion,0,4,0.010002222716159146,1
P04003,40,Male,White,Bachelor,Moderate,2,1,2,2.3,3,Ad_Emotion,Ad_Emotion,1,2,0.00866859302067126,1
P04004,45,Female,White,Not Applicable,Conservative,3,2,2,1.0,1,Ad_Reason,Ad_Reason,0,4,0.007779506557012669,1
P04005,23,Male,Black,Not Applicable,Moderate,2,1,5,4.1,5,Ad_Reason,Ad_Reason,0,3,0.006001333629695488,2
P04006,47,Female,White,High School,Conservative,3,2,4,3.1,2,Control,Control,1,3,0.013336296954878861,1
P04007,18,Male,White,Bachelor,Liberal,1,2,3,1.3,3,Control,Control,0,1,0.00955767948432985,0
P04008,32,Female,White,High School,Conservative,3,3,2,1.1,5,Ad_Reason,Ad_Reason,0,3,0.008446321404756612,0
P04009,34,Female,Black,Master,Liberal,4,4,4,2.7,4,Ad_Reason,Ad_Reason,0,3,0.008001778172927318,0
P04010,47,Male,Hispanic,Bachelor,Liberal,5,2,2,2.9,2,Ad_Reason,Ad_Reason,0,4,0.009779951100244499,1
P04011,40,Female,White,Bachelor,Moderate,3,1,1,2.8,2,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,2
P04012,23,Female,White,High School,Liberal,2,3,2,4.4,5,Ad_Emotion,Ad_Emotion,0,4,0.008890864636585907,2
P04013,28,Female,White,Not Applicable,Liberal,1,2,2,1.3,5,Ad_Emotion,Ad_Emotion,1,2,0.009113136252500556,0
P04014,42,Female,Black,Bachelor,Liberal,1,4,4,3.2,5,Ad_Reason,Ad_Reason,0,3,0.008890864636585907,0
P04016,33,Female,White,High School,Conservative,4,3,2,3.6,1,Ad_Reason,Ad_Reason,1,4,0.012224938875305623,0
P04017,34,Male,Black,High School,Moderate,4,5,1,3.9,2,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737,0
P04018,48,Female,Hispanic,Bachelor,Conservative,1,4,2,3.1,5,Ad_Emotion,Ad_Emotion,0,4,0.011113580795732384,1
P04019,33,Male,White,PhD,Moderate,4,5,2,3.2,1,Ad_Reason,Ad_Reason,1,5,0.01066903756390309,0
P04020,38,Male,Asian,Master,Liberal,5,5,4,2.7,2,Ad_Reason,Ad_Reason,0,3,0.010446765947988441,0
P04021,66,Female,White,Bachelor,Liberal,1,3,3,1.5,3,Ad_Emotion,Ad_Emotion,1,5,0.010891309179817737,2
P04022,22,Male,Hispanic,Master,Moderate,4,3,1,3.3,5,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,0
P04023,18,Male,White,Bachelor,Liberal,3,3,2,2.6,1,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794,1
P04024,49,Female,White,High School,Liberal,3,5,3,2.3,2,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,2
P04025,31,Female,Hispanic,Not Applicable,Moderate,4,1,4,3.4,5,Ad_Emotion,Ad_Emotion,0,5,0.00955767948432985,1
P04026,36,Female,White,High School,Moderate,3,3,1,3.5,2,Ad_Emotion,Ad_Emotion,0,5,0.010446765947988441,2
P04027,30,Female,White,High School,Liberal,5,4,4,2.3,3,Control,Control,0,5,0.009779951100244499,3
P04028,36,Female,White,Not Applicable,Conservative,2,3,3,3.3,2,Ad_Reason,Ad_Reason,1,2,0.010891309179817737,1
P04029,59,Male,Hispanic,High School,Conservative,5,3,1,2.9,2,Control,Control,1,5,0.012891753723049567,0
P04031,50,Female,Hispanic,PhD,Conservative,4,5,3,4.3,4,Ad_Emotion,Ad_Emotion,1,4,0.00955767948432985,0
P04032,23,Male,White,Bachelor,Liberal,5,1,4,3.4,5,Ad_Reason,Ad_Reason,0,4,0.012002667259390976,1
P04033,26,Female,White,High School,Moderate,4,3,1,3.4,3,Ad_Emotion,Ad_Emotion,1,4,0.008001778172927318,0
P04034,18,Female,White,High School,Conservative,1,5,3,2.1,3,Ad_Reason,Ad_Reason,0,4,0.010002222716159146,0
P04035,30,Male,White,High School,Moderate,4,4,3,2.3,5,Control,Control,1,3,0.012002667259390976,1
P04036,51,Female,Black,Bachelor,Conservative,4,1,4,3.5,2,Ad_Reason,Ad_Reason,1,4,0.007334963325183374,2
P04037,46,Female,Black,Master,Moderate,1,5,4,1.4,1,Ad_Emotion,Ad_Emotion,1,2,0.010224494332073794,2
P04038,37,Male,White,Bachelor,Moderate,2,2,2,2.6,5,Ad_Emotion,Ad_Emotion,1,4,0.007779506557012669,1
P04039,39,Other,White,Bachelor,Liberal,1,4,2,2.2,3,Ad_Emotion,Ad_Emotion,0,5,0.007334963325183374,0
P04040,31,Female,Black,Bachelor,Conservative,4,4,3,2.9,2,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,0
P04041,42,Male,Hispanic,Bachelor,Conservative,3,2,4,2.8,4,Control,Control,1,3,0.008890864636585907,0
P04042,49,Female,Black,Master,Conservative,4,5,3,3.1,2,Control,Control,1,3,0.010002222716159146,0
P04043,20,Female,Hispanic,High School,Moderate,1,5,5,3.5,1,Ad_Reason,Ad_Reason,0,2,0.011113580795732384,0
P04044,43,Female,White,Master,Liberal,4,4,4,4.0,2,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612,1
