participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality
P03579,30,Male,White,High School,Moderate,2,1,3,2.1,4,Ad_Emotion,Ad_Emotion,1,4,0.012224938875305623
P03580,27,Female,White,Master,Moderate,4,3,3,3.4,3,Ad_Reason,Ad_Reason,1,3,0.01066903756390309
P03581,65,Male,Asian,High School,Moderate,3,3,4,2.3,4,Control,Control,1,3,0.009779951100244499
P03584,25,Male,White,PhD,Moderate,1,1,3,2.3,2,Ad_Reason,Ad_Reason,1,4,0.01155812402756168
P03585,40,Male,Asian,High School,Conservative,2,1,4,2.8,1,Control,Control,0,5,0.010891309179817737
P03586,24,Female,Hispanic,High School,Moderate,2,1,5,1.9,4,Control,Control,0,4,0.01066903756390309
P03587,31,Female,Hispanic,Bachelor,Liberal,5,2,3,3.5,2,Ad_Reason,Ad_Reason,0,3,0.009335407868415203
P03588,28,Female,White,Master,Conservative,1,5,2,4.6,5,Ad_Emotion,Ad_Emotion,1,4,0.012002667259390976
P03589,54,Female,White,High School,Liberal,3,1,2,1.8,1,Ad_Emotion,Ad_Emotion,0,4,0.009779951100244499
P03590,35,Male,White,Bachelor,Moderate,3,2,4,3.2,2,Control,Control,1,1,0.00955767948432985
P03591,52,Male,Hispanic,Not Applicable,Liberal,4,2,4,3.3,5,Control,Control,1,3,0.008001778172927318
P03592,47,Other,White,High School,Moderate,3,3,4,1.7,4,Control,Control,1,5,0.01066903756390309
P03593,67,Female,White,PhD,Moderate,1,5,5,2.0,5,Control,Control,0,2,0.01155812402756168
P03594,22,Female,White,Not Applicable,Liberal,2,3,2,1.2,5,Control,Control,1,4,0.012447210491220271
P03595,55,Female,White,High School,Moderate,1,5,3,3.6,5,Ad_Emotion,Ad_Emotion,0,3,0.010224494332073794
P03596,53,Male,White,Master,Conservative,1,3,3,2.6,3,Control,Control,1,3,0.012002667259390976
P03597,28,Male,White,High School,Liberal,2,4,2,2.3,2,Ad_Reason,Ad_Reason,1,3,0.009335407868415203
P03598,52,Male,White,Master,Liberal,1,5,4,5.0,5,Ad_Reason,Ad_Reason,1,5,0.008890864636585907
P03599,44,Male,White,Master,Liberal,3,2,1,1.2,1,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907
P03600,37,Male,Hispanic,High School,Conservative,4,2,4,4.3,3,Ad_Reason,Ad_Reason,1,5,0.012002667259390976
P03601,30,Male,Asian,Master,Conservative,4,5,2,1.0,5,Ad_Emotion,Ad_Emotion,1,5,0.009335407868415203
P03602,31,Female,Hispanic,Master,Conservative,1,3,5,2.5,5,Ad_Emotion,Ad_Emotion,0,4,0.008890864636585907
P03603,64,Female,White,High School,Liberal,2,4,4,1.3,2,Ad_Reason,Ad_Reason,1,5,0.012002667259390976
P03604,40,Female,Asian,High School,Liberal,5,4,3,2.2,3,Control,Control,0,2,0.010891309179817737
P03605,49,Female,White,High School,Liberal,1,1,5,2.5,5,Ad_Reason,Ad_Reason,1,3,0.007557234941098022
P03606,30,Male,White,Bachelor,Liberal,1,5,2,2.3,5,Ad_Reason,Ad_Reason,1,3,0.011335852411647033
P03607,30,Male,White,Not Applicable,Moderate,5,4,1,3.3,4,Ad_Emotion,Ad_Emotion,1,5,0.009113136252500556
P03608,52,Female,White,Master,Conservative,4,3,4,3.9,1,Ad_Reason,Ad_Reason,1,3,0.008001778172927318
P03609,23,Male,White,Bachelor,Liberal,4,3,5,2.9,1,Ad_Emotion,Ad_Emotion,1,3,0.01066903756390309
P03610,35,Male,Other,Bachelor,Conservative,5,2,5,3.3,2,Control,Control,0,4,0.009779951100244499
P03611,40,Male,White,High School,Liberal,2,4,3,4.6,3,Control,Control,0,1,0.010002222716159146
P03612,41,Male,White,High School,Conservative,1,4,4,2.3,5,Control,Control,1,2,0.011780395643476329
P03613,37,Female,White,Bachelor,Liberal,3,3,1,3.9,3,Ad_Reason,Ad_Reason,1,4,0.010002222716159146
P03614,44,Male,White,Bachelor,Conservative,4,2,5,5.0,2,Ad_Emotion,Ad_Emotion,0,3,0.0064458768615247835
P03615,48,Female,White,Bachelor,Liberal,4,4,3,4.8,4,Control,Control,0,5,0.010002222716159146
P03616,48,Female,White,Not Applicable,Conservative,4,3,4,4.6,2,Ad_Emotion,Ad_Emotion,0,4,0.010891309179817737
P03617,28,Male,Asian,Bachelor,Liberal,2,2,4,3.7,1,Ad_Emotion,Ad_Emotion,1,5,0.010224494332073794
P03618,36,Male,White,Bachelor,Liberal,5,2,1,4.2,4,Control,Control,1,4,0.008890864636585907
P03619,54,Male,White,High School,Moderate,2,3,3,2.5,5,Control,Control,0,2,0.008890864636585907
P03620,50,Male,Black,Not Applicable,Liberal,4,2,1,2.9,2,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794
P03621,23,Female,Hispanic,Master,Moderate,1,2,5,2.8,3,Control,Control,0,5,0.008001778172927318
P03622,44,Female,Hispanic,Master,Conservative,4,1,2,2.3,3,Ad_Emotion,Ad_Emotion,1,2,0.010446765947988441
P03623,18,Female,Black,Bachelor,Moderate,1,2,2,3.1,1,Ad_Emotion,Ad_Emotion,0,4,0.007779506557012669
P03624,40,Male,White,Bachelor,Conservative,1,4,1,2.5,1,Control,Control,0,3,0.009113136252500556
P03625,62,Female,White,Bachelor,Liberal,4,2,1,3.1,1,Ad_Reason,Ad_Reason,1,3,0.010002222716159146
P03626,28,Female,Asian,High School,Moderate,4,4,2,1.6,1,Control,Control,0,3,0.011113580795732384
P03627,29,Female,Hispanic,Bachelor,Moderate,1,3,5,2.5,5,Ad_Reason,Ad_Reason,1,2,0.013780840186708157
P03629,21,Female,White,High School,Liberal,2,3,5,3.2,1,Ad_Emotion,Ad_Emotion,1,3,0.00955767948432985
P03630,32,Female,Asian,High School,Moderate,2,5,5,4.3,2,Ad_Reason,Ad_Reason,0,4,0.011780395643476329
P03631,47,Female,White,Master,Liberal,3,2,3,2.4,5,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737
P03632,32,Male,White,High School,Liberal,1,3,5,2.8,4,Ad_Reason,Ad_Reason,1,4,0.008001778172927318
P03633,37,Female,White,Bachelor,Liberal,3,5,4,3.2,5,Ad_Reason,Ad_Reason,1,3,0.008224049788841965
P03634,48,Male,Black,Bachelor,Liberal,3,4,2,2.8,3,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441
P03635,45,Male,Other,High School,Liberal,1,4,2,1.6,5,Ad_Reason,Ad_Reason,1,4,0.007112691709268726
P03636,43,Female,White,Master,Liberal,3,4,1,3.6,5,Control,Control,0,3,0.010446765947988441
P03638,44,Male,White,Master,Liberal,5,4,3,3.0,3,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384
P03639,38,Male,White,Master,Conservative,5,1,3,1.0,3,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794
P03640,45,Male,White,Master,Liberal,1,3,4,2.4,5,Ad_Reason,Ad_Reason,1,3,0.009335407868415203
P03641,34,Female,White,High School,Liberal,1,5,1,2.9,3,Ad_Reason,Ad_Reason,0,3,0.008446321404756612
P03642,37,Female,White,High School,Moderate,1,5,2,3.6,1,Ad_Reason,Ad_Reason,0,5,0.00955767948432985
P03643,28,Female,Black,High School,Moderate,2,2,4,1.8,2,Ad_Reason,Ad_Reason,1,3,0.008890864636585907
P03645,30,Male,White,Master,Moderate,4,1,4,4.8,3,Control,Control,1,2,0.009113136252500556
P03647,43,Male,Other,Master,Moderate,5,3,5,3.5,5,Ad_Reason,Ad_Reason,0,4,0.010002222716159146
P03648,42,Female,White,High School,Moderate,1,4,4,4.3,2,Ad_Reason,Ad_Reason,0,2,0.011335852411647033
P03649,49,Female,Asian,High School,Liberal,5,4,1,2.6,1,Ad_Emotion,Ad_Emotion,1,4,0.010002222716159146
P03650,34,Female,White,PhD,Conservative,1,3,5,3.7,4,Ad_Reason,Ad_Reason,0,2,0.01066903756390309
P03651,44,Male,Hispanic,Bachelor,Conservative,1,5,5,3.6,4,Ad_Reason,Ad_Reason,0,2,0.00866859302067126
P03652,46,Male,Asian,Master,Liberal,5,4,4,2.1,1,Ad_Reason,Ad_Reason,0,3,0.010891309179817737
P03653,45,Male,Black,High School,Conservative,5,2,5,3.2,5,Ad_Reason,Ad_Reason,1,2,0.010891309179817737
P03654,30,Female,Hispanic,Not Applicable,Conservative,4,1,2,2.7,5,Ad_Reason,Ad_Reason,0,4,0.010891309179817737
P03655,41,Male,Hispanic,Bachelor,Moderate,3,4,5,3.4,3,Ad_Emotion,Ad_Emotion,1,4,0.010002222716159146
P03656,44,Male,White,Master,Liberal,4,5,4,2.5,1,Ad_Reason,Ad_Reason,1,3,0.01155812402756168
P03657,40,Male,White,High School,Conservative,4,4,5,1.5,1,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384
P03658,18,Female,White,Bachelor,Liberal,5,4,5,3.0,1,Ad_Reason,Ad_Reason,1,1,0.008890864636585907
P03659,41,Male,Asian,PhD,Liberal,4,1,3,3.8,3,Control,Control,1,2,0.012447210491220271
P03660,66,Female,Black,Master,Liberal,5,2,4,3.8,2,Control,Control,1,2,0.009335407868415203
P03661,35,Female,White,High School,Conservative,2,2,4,1.2,5,Control,Control,0,2,0.007557234941098022
P03662,31,Female,White,High School,Conservative,1,5,3,3.2,3,Control,Control,1,2,0.00955767948432985
P03663,44,Male,Black,Bachelor,Moderate,3,3,3,3.7,3,Ad_Emotion,Ad_Emotion,1,5,0.011335852411647033
P03664,43,Male,White,High School,Conservative,2,3,2,3.1,3,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737
P03665,54,Male,White,Master,Liberal,1,3,5,3.9,1,Ad_Reason,Ad_Reason,1,2,0.009779951100244499
P03666,24,Male,Asian,High School,Liberal,1,5,1,1.6,3,Control,Control,0,3,0.011113580795732384
P03667,48,Male,White,High School,Moderate,3,4,1,1.9,2,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737
P03668,47,Female,White,Bachelor,Conservative,4,2,3,3.6,4,Ad_Reason,Ad_Reason,1,1,0.008224049788841965
P03669,38,Male,White,Bachelor,Moderate,1,2,4,2.7,3,Ad_Reason,Ad_Reason,1,3,0.00955767948432985
P03670,44,Female,White,Master,Liberal,3,4,4,4.2,2,Ad_Emotion,Ad_Emotion,0,2,0.010224494332073794
P03671,52,Male,White,Not Applicable,Liberal,5,2,2,3.3,1,Control,Control,0,3,0.010446765947988441
P03672,50,Female,White,High School,Liberal,1,2,1,2.1,4,Ad_Reason,Ad_Reason,0,3,0.008224049788841965
P03674,49,Female,White,High School,Liberal,4,3,2,1.1,5,Control,Control,0,1,0.00955767948432985
P03675,39,Female,White,Bachelor,Conservative,4,1,2,3.7,1,Control,Control,0,2,0.013336296954878861
P03677,40,Female,Other,High School,Moderate,1,2,1,3.9,5,Control,Control,0,3,0.009113136252500556
P03678,38,Male,White,High School,Liberal,4,3,2,3.3,1,Ad_Reason,Ad_Reason,1,3,0.010002222716159146
P03679,54,Female,Hispanic,High School,Liberal,3,1,2,3.1,5,Control,Control,1,3,0.012891753723049567
P03680,38,Male,Hispanic,PhD,Moderate,1,1,2,3.8,1,Ad_Reason,Ad_Reason,0,2,0.008890864636585907
P03681,26,Male,White,Master,Conservative,3,3,1,2.9,5,Control,Control,0,3,0.010446765947988441
P03682,35,Male,Black,Not Applicable,Moderate,2,1,3,2.7,2,Ad_Emotion,Ad_Emotion,1,2,0.006890420093354078
P03683,42,Male,White,Bachelor,Conservative,5,4,5,3.0,1,Control,Control,0,2,0.010002222716159146
P03684,54,Male,Black,High School,Conservative,4,4,4,3.8,5,Control,Control,1,5,0.009779951100244499
P03685,47,Male,White,High School,Liberal,2,3,1,2.1,1,Ad_Reason,Ad_Reason,0,3,0.010224494332073794
P03686,29,Male,Hispanic,High School,Liberal,4,3,1,3.9,5,Ad_Reason,Ad_Reason,1,4,0.010446765947988441
P03687,69,Female,White,High School,Moderate,2,1,1,3.1,5,Control,Control,1,3,0.010002222716159146
P03688,43,Male,Asian,Bachelor,Moderate,4,2,5,2.6,4,Ad_Emotion,Ad_Emotion,0,2,0.008890864636585907
P03689,55,Female,White,Bachelor,Liberal,5,5,4,3.2,1,Ad_Emotion,Ad_Emotion,1,4,0.00866859302067126
P03690,38,Male,Hispanic,Bachelor,Moderate,1,4,4,4.2,2,Ad_Reason,Ad_Reason,0,2,0.01066903756390309
P03691,46,Female,White,High School,Moderate,3,4,2,4.2,3,Ad_Emotion,Ad_Emotion,1,5,0.010891309179817737
P03692,50,Female,Black,High School,Conservative,2,3,2,3.4,3,Control,Control,0,5,0.008001778172927318
P03693,54,Female,White,High School,Liberal,3,2,3,3.6,1,Ad_Reason,Ad_Reason,0,2,0.007112691709268726
P03694,52,Female,White,High School,Liberal,3,3,1,3.0,5,Control,Control,1,3,0.011335852411647033
P03695,50,Male,Black,Master,Moderate,4,1,3,2.4,5,Ad_Reason,Ad_Reason,1,2,0.008446321404756612
P03696,36,Other,Hispanic,High School,Moderate,1,2,1,3.4,2,Ad_Reason,Ad_Reason,1,3,0.011335852411647033
P03698,43,Female,Hispanic,Bachelor,Conservative,3,4,3,2.0,3,Ad_Reason,Ad_Reason,0,4,0.00955767948432985
P03699,51,Female,Black,High School,Conservative,5,3,4,2.6,2,Ad_Emotion,Ad_Emotion,0,5,0.009779951100244499
P03700,37,Male,Hispanic,Master,Moderate,1,3,2,1.4,1,Control,Control,1,2,0.010446765947988441
P03701,52,Female,White,Bachelor,Liberal,1,5,4,1.8,1,Control,Control,0,4,0.01066903756390309
P03702,57,Male,White,High School,Moderate,3,2,5,5.0,1,Control,Control,1,2,0.007779506557012669
P03703,29,Female,Hispanic,PhD,Moderate,4,4,3,4.1,4,Ad_Reason,Ad_Reason,0,3,0.008446321404756612
P03704,29,Male,White,High School,Conservative,5,5,1,2.8,2,Ad_Emotion,Ad_Emotion,0,4,0.012224938875305623
P03705,38,Female,White,High School,Conservative,2,5,4,3.5,1,Control,Control,0,3,0.008446321404756612
P03706,43,Male,White,Master,Moderate,4,3,3,2.0,2,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126
P03707,33,Male,White,Bachelor,Moderate,1,2,1,3.7,3,Ad_Reason,Ad_Reason,0,2,0.010002222716159146
P03708,56,Female,Black,High School,Liberal,4,3,3,3.3,1,Control,Control,0,3,0.010224494332073794
P03709,45,Female,Black,High School,Liberal,2,2,3,2.3,5,Ad_Emotion,Ad_Emotion,0,2,0.008446321404756612
P03710,40,Female,White,Master,Liberal,5,5,5,2.7,1,Ad_Reason,Ad_Reason,1,3,0.011113580795732384
P03711,22,Male,White,High School,Liberal,5,1,4,2.6,1,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612
P03712,24,Male,White,High School,Moderate,2,4,5,3.9,2,Control,Control,1,1,0.009335407868415203
P03713,43,Female,White,Bachelor,Liberal,2,5,2,2.9,2,Control,Control,0,4,0.008890864636585907
P03714,18,Other,White,PhD,Moderate,3,3,3,1.4,4,Ad_Reason,Ad_Reason,0,4,0.010446765947988441
P03715,52,Female,Hispanic,High School,Moderate,1,4,4,2.6,1,Ad_Reason,Ad_Reason,1,5,0.010224494332073794
P03716,38,Male,Asian,Master,Moderate,3,5,2,2.2,3,Ad_Reason,Ad_Reason,1,5,0.008890864636585907
P03717,78,Female,White,Bachelor,Moderate,4,2,2,1.5,2,Ad_Emotion,Ad_Emotion,0,4,0.007779506557012669
P03718,67,Male,Hispanic,Bachelor,Liberal,2,3,5,2.2,4,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309
P03719,37,Female,White,Master,Conservative,3,5,2,1.0,5,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033
P03720,38,Male,Asian,Not Applicable,Liberal,1,2,1,2.1,5,Ad_Reason,Ad_Reason,1,2,0.010224494332073794
P03721,51,Male,White,High School,Conservative,1,2,1,3.2,4,Control,Control,0,3,0.007334963325183374
P03722,60,Female,Black,High School,Liberal,2,2,1,3.5,5,Control,Control,0,3,0.009779951100244499
P03723,20,Female,White,PhD,Moderate,3,4,2,3.5,1,Ad_Emotion,Ad_Emotion,0,3,0.01066903756390309
P03725,32,Male,White,Bachelor,Liberal,2,2,4,4.2,3,Control,Control,1,1,0.010446765947988441
P03726,46,Male,White,Bachelor,Moderate,4,5,1,2.0,5,Control,Control,0,3,0.010891309179817737
P03727,45,Female,White,Master,Conservative,3,2,1,1.6,1,Ad_Emotion,Ad_Emotion,1,5,0.01155812402756168
P03728,52,Male,White,Master,Liberal,3,3,1,3.0,2,Ad_Emotion,Ad_Emotion,0,4,0.009113136252500556
P03729,25,Male,White,PhD,Moderate,2,4,5,3.5,1,Control,Control,0,2,0.012002667259390976
P03730,18,Female,Black,Bachelor,Liberal,3,2,5,2.2,1,Ad_Reason,Ad_Reason,1,2,0.00955767948432985
P03732,30,Female,Black,Bachelor,Conservative,4,3,1,4.8,5,Control,Control,1,4,0.00866859302067126
P03733,18,Female,White,Bachelor,Conservative,4,2,5,1.7,5,Control,Control,0,4,0.007779506557012669
P03734,41,Female,Hispanic,Bachelor,Moderate,5,4,4,3.0,1,Control,Control,1,2,0.01066903756390309
P03735,49,Female,Hispanic,Bachelor,Liberal,4,1,3,4.0,4,Control,Control,1,3,0.00577906201378084
P03736,38,Female,White,High School,Liberal,5,5,4,2.8,5,Ad_Reason,Ad_Reason,1,3,0.008001778172927318
P03738,38,Male,White,Bachelor,Liberal,5,2,2,3.9,3,Ad_Emotion,Ad_Emotion,1,2,0.010891309179817737
P03739,35,Other,Hispanic,Master,Conservative,4,1,2,2.7,3,Ad_Reason,Ad_Reason,0,3,0.009779951100244499
P03740,23,Male,White,Bachelor,Liberal,4,3,4,1.9,4,Control,Control,0,5,0.010446765947988441
P03741,31,Male,White,High School,Conservative,2,1,5,2.9,1,Ad_Reason,Ad_Reason,0,1,0.01066903756390309
P03742,46,Male,White,Bachelor,Liberal,4,3,1,1.9,3,Ad_Emotion,Ad_Emotion,1,4,0.012891753723049567
P03743,43,Male,White,Master,Liberal,5,2,2,2.4,5,Control,Control,1,3,0.011113580795732384
P03745,28,Female,Black,Bachelor,Conservative,5,2,5,3.2,4,Control,Control,0,3,0.008224049788841965
P03746,37,Female,White,Bachelor,Conservative,4,1,3,4.0,4,Control,Control,1,2,0.012447210491220271
P03748,42,Female,White,Master,Conservative,5,2,4,2.2,3,Control,Control,1,3,0.01066903756390309
P03750,22,Female,White,Bachelor,Conservative,2,4,4,3.6,4,Ad_Reason,Ad_Reason,0,4,0.009779951100244499
P03751,32,Female,Hispanic,High School,Conservative,2,1,4,3.2,2,Control,Control,0,3,0.01355856857079351
P03752,43,Male,White,High School,Moderate,4,4,2,2.8,4,Control,Control,1,2,0.010891309179817737
P03753,55,Female,White,Bachelor,Moderate,2,2,4,3.3,4,Ad_Reason,Ad_Reason,1,3,0.008890864636585907
P03754,34,Male,White,Bachelor,Moderate,5,5,4,2.3,1,Ad_Reason,Ad_Reason,1,3,0.01155812402756168
P03755,31,Male,White,Bachelor,Moderate,4,3,1,1.0,5,Ad_Reason,Ad_Reason,1,3,0.010224494332073794
P03756,18,Male,Black,Master,Conservative,2,1,4,4.0,1,Ad_Reason,Ad_Reason,0,3,0.01066903756390309
P03757,41,Male,White,Master,Liberal,1,1,1,3.6,4,Ad_Reason,Ad_Reason,0,4,0.012669482107134918
P03758,64,Female,White,Bachelor,Liberal,2,3,2,2.9,1,Ad_Reason,Ad_Reason,1,4,0.0066681484774394305
P03759,43,Female,White,Bachelor,Moderate,5,4,4,2.1,3,Control,Control,1,3,0.00955767948432985
P03760,39,Male,White,Bachelor,Liberal,2,3,5,2.8,4,Control,Control,0,3,0.012447210491220271
P03761,43,Female,White,Bachelor,Moderate,3,5,4,1.3,3,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556
P03762,39,Female,White,Bachelor,Conservative,3,2,1,3.1,3,Control,Control,1,4,0.012669482107134918
P03763,30,Male,Black,Not Applicable,Moderate,4,3,5,1.1,5,Control,Control,0,1,0.012224938875305623
P03765,42,Female,White,PhD,Liberal,5,2,3,2.3,1,Ad_Reason,Ad_Reason,1,2,0.00955767948432985
P03766,40,Female,White,High School,Conservative,1,1,3,2.9,1,Control,Control,0,4,0.010891309179817737
P03768,55,Male,White,High School,Liberal,4,3,2,4.5,5,Ad_Reason,Ad_Reason,1,2,0.01066903756390309
P03769,47,Female,Hispanic,Bachelor,Moderate,4,3,2,3.4,2,Control,Control,1,2,0.007779506557012669
P03771,52,Male,White,Master,Liberal,5,5,3,2.8,4,Ad_Emotion,Ad_Emotion,0,5,0.007779506557012669
P03772,34,Female,White,Master,Moderate,3,2,4,4.6,1,Ad_Emotion,Ad_Emotion,1,5,0.012002667259390976
P03774,30,Male,White,Bachelor,Liberal,5,4,1,1.9,2,Ad_Emotion,Ad_Emotion,1,4,0.007557234941098022
P03775,18,Male,Asian,PhD,Moderate,1,5,1,1.8,2,Control,Control,1,2,0.008446321404756612
P03776,45,Male,Asian,Master,Moderate,5,5,5,2.3,1,Control,Control,0,1,0.010891309179817737
P03777,18,Female,Hispanic,Bachelor,Liberal,2,3,1,4.5,2,Ad_Emotion,Ad_Emotion,0,4,0.011113580795732384
P03779,18,Male,White,Bachelor,Liberal,1,2,5,2.6,2,Ad_Emotion,Ad_Emotion,0,4,0.010224494332073794
P03780,38,Male,Hispanic,Bachelor,Conservative,3,5,3,3.2,4,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737
P03781,38,Male,Black,High School,Liberal,5,5,4,3.0,3,Ad_Reason,Ad_Reason,1,4,0.007334963325183374
P03782,36,Female,Hispanic,Bachelor,Liberal,2,1,4,4.0,5,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126
P03783,27,Male,White,High School,Moderate,4,2,1,3.8,1,Ad_Reason,Ad_Reason,1,3,0.008890864636585907
P03784,25,Female,White,High School,Liberal,3,1,5,3.3,2,Control,Control,0,3,0.009113136252500556
P03785,45,Male,White,Bachelor,Liberal,4,4,3,2.8,1,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309
P03786,33,Male,White,Not Applicable,Conservative,2,5,3,4.0,2,Ad_Reason,Ad_Reason,0,5,0.011113580795732384
P03787,43,Female,White,Not Applicable,Conservative,1,4,2,2.2,3,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556
P03788,29,Female,Black,Bachelor,Conservative,1,1,1,2.1,4,Control,Control,0,4,0.010446765947988441
P03789,42,Male,White,Bachelor,Moderate,3,2,4,2.6,1,Control,Control,0,4,0.010002222716159146
P03790,55,Female,White,High School,Conservative,5,5,2,4.2,3,Control,Control,1,4,0.011335852411647033
P03791,47,Female,Black,Bachelor,Conservative,5,2,4,2.2,3,Ad_Emotion,Ad_Emotion,1,3,0.012224938875305623
P03793,43,Female,Hispanic,High School,Liberal,1,3,3,3.2,3,Ad_Reason,Ad_Reason,0,4,0.011113580795732384
P03794,37,Female,White,Bachelor,Liberal,5,2,4,2.9,5,Control,Control,1,2,0.009779951100244499
P03795,40,Other,White,High School,Moderate,5,2,5,2.6,3,Ad_Emotion,Ad_Emotion,0,4,0.008890864636585907
P03796,36,Male,Other,High School,Conservative,1,2,4,3.5,4,Control,Control,1,2,0.009779951100244499
P03797,38,Female,Hispanic,Master,Moderate,1,5,5,2.5,3,Control,Control,1,4,0.01066903756390309
P03798,42,Male,White,High School,Moderate,2,4,4,4.1,4,Ad_Reason,Ad_Reason,0,5,0.010002222716159146
P03800,27,Male,White,High School,Liberal,1,5,3,4.0,3,Ad_Reason,Ad_Reason,1,4,0.00866859302067126
P03801,23,Male,White,High School,Moderate,2,2,2,2.2,3,Ad_Reason,Ad_Reason,1,4,0.00955767948432985
P03802,20,Female,White,High School,Conservative,1,2,3,2.9,2,Control,Control,0,2,0.01155812402756168
P03803,25,Female,White,Master,Liberal,3,3,2,1.1,5,Ad_Reason,Ad_Reason,1,3,0.011113580795732384
P03804,41,Female,Hispanic,High School,Conservative,3,2,1,4.3,4,Ad_Reason,Ad_Reason,1,3,0.00955767948432985
P03805,29,Male,Black,Master,Liberal,3,1,4,5.0,2,Ad_Reason,Ad_Reason,1,2,0.010891309179817737
P03806,46,Male,Other,High School,Moderate,1,2,4,2.7,2,Ad_Reason,Ad_Reason,0,5,0.011113580795732384
P03807,40,Female,Black,Bachelor,Moderate,5,3,1,3.4,1,Control,Control,1,4,0.008446321404756612
P03808,18,Male,White,Bachelor,Conservative,5,1,1,3.1,2,Ad_Reason,Ad_Reason,0,3,0.010224494332073794
P03809,47,Female,Black,Bachelor,Liberal,3,3,5,1.7,5,Control,Control,1,3,0.010446765947988441
P03810,49,Female,Other,Bachelor,Liberal,4,3,2,4.2,5,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329
P03811,28,Female,Black,PhD,Liberal,2,4,4,2.7,5,Control,Control,1,4,0.011113580795732384
P03812,45,Female,Asian,High School,Conservative,3,5,5,1.0,4,Control,Control,0,3,0.009335407868415203
P03813,29,Female,Hispanic,Bachelor,Liberal,2,3,4,2.3,4,Ad_Reason,Ad_Reason,1,4,0.011113580795732384
P03814,41,Male,White,Master,Liberal,2,2,1,1.6,3,Ad_Emotion,Ad_Emotion,1,3,0.011780395643476329
P03815,24,Female,Black,High School,Moderate,3,4,5,3.1,2,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441
P03816,18,Male,Hispanic,High School,Moderate,5,1,5,3.1,5,Ad_Emotion,Ad_Emotion,1,2,0.010446765947988441
P03817,35,Male,Hispanic,High School,Conservative,4,5,5,4.2,2,Ad_Emotion,Ad_Emotion,1,2,0.009335407868415203
P03818,38,Male,White,Bachelor,Conservative,3,4,2,4.8,3,Control,Control,1,3,0.00866859302067126
P03819,35,Female,White,High School,Moderate,2,3,5,4.9,3,Ad_Emotion,Ad_Emotion,1,2,0.008224049788841965
P03820,25,Male,Black,High School,Conservative,1,4,4,2.0,5,Control,Control,1,2,0.010446765947988441
P03821,35,Male,White,Bachelor,Conservative,1,2,2,3.6,2,Control,Control,1,2,0.009335407868415203
P03822,43,Male,Black,Bachelor,Liberal,2,2,4,3.8,3,Control,Control,0,4,0.009335407868415203
P03823,39,Female,White,High School,Conservative,3,2,5,2.5,1,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794
P03824,42,Female,White,High School,Moderate,5,5,5,3.3,4,Ad_Reason,Ad_Reason,1,3,0.010002222716159146
P03825,31,Female,White,Bachelor,Moderate,3,4,4,3.4,2,Ad_Reason,Ad_Reason,0,2,0.011113580795732384
P03826,54,Female,White,Not Applicable,Moderate,4,4,3,2.5,5,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329
P03827,25,Male,White,Bachelor,Moderate,1,3,5,4.3,3,Ad_Reason,Ad_Reason,0,4,0.00955767948432985
P03828,45,Male,White,Master,Liberal,2,1,5,3.2,3,Ad_Reason,Ad_Reason,1,3,0.011113580795732384
P03829,54,Female,White,High School,Conservative,5,2,2,2.8,3,Control,Control,0,2,0.009779951100244499
P03830,45,Male,White,High School,Conservative,3,1,4,1.8,4,Control,Control,1,2,0.011335852411647033
P03831,37,Male,White,Bachelor,Conservative,4,1,5,4.2,2,Ad_Emotion,Ad_Emotion,1,4,0.006223605245610136
P03832,33,Male,White,Master,Liberal,3,2,4,3.1,3,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499
P03833,52,Female,White,Bachelor,Conservative,4,2,2,3.1,4,Ad_Reason,Ad_Reason,1,2,0.00866859302067126
P03834,22,Male,Asian,Master,Liberal,3,3,4,2.2,1,Control,Control,1,3,0.010446765947988441
P03835,28,Female,White,Not Applicable,Liberal,5,5,4,3.9,2,Ad_Emotion,Ad_Emotion,1,3,0.008446321404756612
